1,6,5,0.300000,0.110058,0.055029,0.225000
1,7,2,0.400000,0.200000,0.100000,0.300000
1,8,2,0.400000,0.200000,0.100000,0.300000
1,9,2,0.300000,0.200000,0.100000,0.225000
1,10,0,0.300000,0.200000,0.100000,0.225000
1,11,0,0.400000,0.200000,0.100000,0.300000
1,12,0,0.300000,0.177778,0.088889,0.225000
1,13,5,0.400000,0.100000,0.050000,0.300000
1,14,0,0.400000,0.200000,0.100000,0.300000
1,15,1,0.300000,0.200000,0.100000,0.225000
1,16,5,0.300000,0.200000,0.100000,0.225000
1,17,5,0.400000,0.200000,0.100000,0.300000
1,18,0,0.400000,0.200000,0.100000,0.300000
1,19,1,0.300000,0.200000,0.100000,0.225000
1,20,2,0.300000,0.132166,0.066083,0.225000
1,21,5,0.300000,0.100000,0.050000,0.225000
1,22,0,0.300000,0.200000,0.100000,0.225000
1,23,2,0.400000,0.200000,0.100000,0.300000
1,24,1,0.300000,0.132687,0.066343,0.225000
1,25,2,0.300000,0.200000,0.100000,0.225000
1,26,0,0.400000,0.200000,0.100000,0.300000
1,27,2,0.300000,0.200000,0.100000,0.225000
1,28,2,0.400000,0.200000,0.100000,0.300000
1,29,2,0.300000,0.200000,0.100000,0.225000
1,30,0,0.400000,0.200000,0.100000,0.300000
1,31,1,0.300000,0.200000,0.100000,0.225000
1,32,2,0.300000,0.200000,0.100000,0.225000
1,33,0,0.400000,0.200000,0.100000,0.300000
1,34,0,0.300000,0.200000,0.100000,0.225000
1,35,0,0.400000,0.200000,0.100000,0.300000
